title,dueDate,location,notes,link,typeOfOpportunity,approved,keywords
The Clements Prize,15/09/2023 23:59,Online,"Conway Hall Sunday Concerts is pleased to invite young composers to submit a work for piano trio to The Clements Prize 2023.  Up to 8 submissions will be selected, and will be performed by the Fidelio Trio at the final round in Conway Hall’s Main Hall at 6.30pm on 5 November 2023.

The winner of the first prize will receive £3,000, presented by Conway Hall’s Director of Music.

Alfred J. Clements (1858-1938) was the organiser and secretary of the South Place Sunday Concerts (predecessor of Conway Hall Sunday Concerts) from their inception in 1887 until his death.  In the first half of the twentieth century the competition bearing his name encouraged the composition of new chamber works, establishing a tradition which set Conway Hall right at the centre of British contemporary music.

Scores submitted for previous competitions from the Conway Hall Archive will also be available via the Conway Hall website and a selection exhibited before the final round of the competition.

For further information and to apply: 

https://www.conwayhall.org.uk/the-clements-prize-for-composers/",https://www.conwayhall.org.uk/the-clements-prize-for-composers/,"[""Other""]",FALSE,"[""compose"",""music"",""piano"",""composition"",""prize"",""competition"",""trio"",""composer""]"
Miquel Llobet Guitar Composition Competition,01/06/2023 23:59,"Barcelona, Spain","1) Iberamerik Concert Association, organizer of the Barcelona International Guitar Contest Miquel Llobet, announces the fourth edition in Composition for Classic Guitar.

2) The contest is open to any composer of any age and nationality, provided that they were not awarded the first prize in any previous edition of the contest, or with the second prize in one of the last two editions.

3) The composition needs to be original and unpublished and it shouldn’t have been awarded any prize in any previous contest. Also, the composition shouldn’t have been premiered, published on the web, played or broadcasted in the radio or recorded on any support.

4) The composition must be written for classic guitar (any electroacustic mean, or external devices are not allowed) and it must last between 3 and 6 minutes.

5) The Jury will be composed by three well renowned international members and it will be formed by a guitar player, a composer and a composer-guitar player. In this fourth edition the jury will be composed by: Clarice Assad (guitarist-composer), Rafael Aguirre (concert performer) and Miguel Castro-Santafé (composer).

6) Entry in this Contest constitutes acceptance of these Contest rules. The decision of the jury will be final. The jury will give the exclusive interpretation of the rules.

Registration




7) The compositions must be sent between January 20th and June 1st of 2023. The Compositions sent before and after these dates will be excluded.

8) The compositions will be sent to this email address  

llobetcomposition@gmail.com

 together with the following documents:




a) File in a pdf format with the title and a nickname.




b) File in a pdf format with the title and a nickname an the identity of the composer (name and surnames).




c) File text or pdf format with a brief artistic biography, address, age and nationality of the composer.




d) File in a jpg format of a recent picture of the composer.




e) A sworn and signed declaration stating that the composition is unpublished, is an original, hasn’t been made public, nor discographically recorded.




f) A recording is not necessary, but a mp3 real audio, midi or Finale version of the composition will be positively valued.

9) A 25€ inscription fee will have to be sent via bank transfer to (CAIXABANK IBAN ES71 2100 5516 8121 0016 5290 SWIFT: CAIXESBB) or Paypal (

certamenllobet@gmail.com

). Name/nickname and title of the composition are required.

Prizes




10) The following prizes will be issued:




a) First Prize: 1,000 euros and Honorary Certificate. Video-Recording of the composition and it’s premiere in the Art Llobet Festival or at Les Garrigues Guitar Festival. The composition will be included as a compulsory piece in the Semifinal of the following edition of the Llobet Contest in Interpretation.

b) Second Prize: 500 euros and Honorary Certificate.

11) Taxes will be applied on the prizes according to the law.

12) The Jury might award a Special Mention, which will be issued with a Honorary Certificate.

13) The Jury might not issue the prize if they don’t think that the quality of the compositions is not good enough or if they fail to fulfill any of the previously mentioned requirements.

14) The decision of the Jury will take place on Friday 3rd July of 2023.

15) The winner of the First Prize will commit not to make use of any kind of copyrights about his awarded work until the following Llobet Contest is finished, so that the composition can be included freely in the Interpretation contest withouth any prejudice or charges on the contestants.

16) The winners are not required the assistance to the premiere or to the contest of interpretation. If they decide to attend the organization will not pay for the travel costs, however it will ease accommodation for at least one night.

* In case of doubt, the interpretation of these rules will take into account the original text in Spanish.",https://mllobet.com/en/certamenllobet/c/2023/,"[""Contest""]",FALSE,"[""compose"",""performer"",""composition"",""prize"",""guitar"",""composer""]"
Samobor Music Festival – NEW NOTE Competition 2023@ Petrit Çeku,04/06/2023 23:59,Online,"Samobor Music Festival is pleased to announce the NEW NOTE 




12th International Composers Competition, Croatia 2023. 




Samobor Music Festival invites composers of all nationalities and ages to submit scores for the international NEW NOTE competition. 




Instrumentation: guitar




PRIZE – 1st prize is 2500€ and performance by Petrit Çeku on Samobor Music Festival in October 2023




The deadline for the submission of scores is June 4th 2023. 

Entries by email only!

The following items are required:

    The subject line should be “Submission – NEW NOTE – your name

Attach all files below to your email:

    Score (PDF format) – with title “duration” and “nom de plume”, but your name must NOT appear on the score!




    Audio realization (MP3)




    CV: “nom de plume”, full name, address, date and place of birth, e-mail address, phone number




    biography suitable for a concert program, photo (500×500 px), a brief text about composition

If you receive email bounce backs due to large file sizes, you may break items into separate emails. Suggested size is up to 10 MB.

Send your email submission to the following mail: 

sgj@samobor.hr

Deadline for the Application form & all materials is 24:00 on June 4th, 2023.

More information available at  

https://samobor-festival.com/en/new-note

 and






http://petritceku.com/bio/",https://samobor-festival.com/en/new-note,"[""Other""]",FALSE,"[""compose"",""music"",""composition"",""prize"",""performance"",""guitar"",""competition"",""composer""]"
Alba Rosa Viëtor Composition Competition 2023/2024,15/10/2023 23:59,"Amsterdam, Netherlands","For the 5th time, the 

Alba Rosa Viëtor Composition Competition

 will be part of the Alba Rosa Viva! Festival, named after the Italian composer, violinist and pianist Alba Rosa Viëtor. Previous prize winners like Mathilde Wantenaar have started their international career based on winning our competiton.

The Alba Rosa Viëtor Composition Competition 2023/24 invites young composers to submit an original work, not exceeding 9 minutes, for sopranino/soprano/alto/tenor or bass recorder, double bass and piano. Composers 35 years of age and under, residing anywhere in the world, are invited to apply

Chairman of the Jury is Dutch composer Willem Jeths. He will be assisted by English composer Judith Weir, Russian composer Elena Firsova, Dutch composer Mathilde Wantenaar and artistic leader Reinild Mees.

Four works will be selected by the jury to be premiered on February 16, 2024 during the Alba Rosa Viva! Festival at Muziekgebouw aan ‘t IJ, Amsterdam (The Netherlands). The selected pieces will be performed by three brilliant musicians: Erik Bosgraaf (recorder), Ralph van Raat (piano) and Sasha Witteveen (double bass).

The winning composers will be awarded the 

Alba Rosa Viëtor prize of €3.000

 and the 

Audience Prize €1,000.

The application deadline is 15 October, 2023

 There is no registration fee. More information on how to register for the competition can be found on the website of the Alba Rosa Viëtor Foundation: 

https://albarosavietor.com/alba-rosa-vietor-composition-competition-2023...

 

If you have any questions please contact: 

info@albarosavietor.com",https://albarosavietor.com/alba-rosa-vietor-composition-competition-2023-2024/,"[""Other""]",FALSE,"[""musician"",""bass"",""compose"",""violin"",""piano"",""music"",""composition"",""prize"",""competition"",""double bass"",""composer"",""recorder""]"
"Silva, Open Instrumentation Indeterminate Piece Call for Submissions",None,Online,"Silva is a dynamic, indeterminate, and open-instrumentation piece focused on exploring the ways in which music and performances adapt and change over time. The work is first recorded once with entirely open-ended instructions; the only goal is to create the performer’s concept of music. This is then the seed from which the rest of the forest of Silva is grown; the subsequent performers access the database of recordings and choose one of their own to use as a guide for their own performance, and this process is recorded over and over until one thousand such iterations are achieved. By having the database accessible everywhere, such as in the case of Silva, you can witness the transformation of a single seed and the influence of cultures beyond a single local.

Submission Instructions (Tutorial Video: 

Video

):",https://travishahncomposer.com/silva,"[""Other""]",FALSE,"[""performance"",""performer"",""music""]"
Kandinsky music society - Opportunity for composers,01/06/2023 23:59,Online,"Special offer from Kandinsky music society




................




If you are a classical music composer, we are offering an opportunity to record or perform your pieces.




Kandinsky is originally a full orchestra and is able to record  from a solo music to an orchestral project.




We offer a perfect performance and professional sound engineering with suitable prices which depends on duration, instruments and difficulty.




..............




E-mail : 

kandinskysociety@gmail.com

https://youtube.com/@kandinskymusicsociety1130",https://youtube.com/@kandinskymusicsociety1130,"[""Other""]",FALSE,"[""compose"",""music"",""solo"",""orchestra"",""project"",""performance"",""composer""]"
"Call for Scores, What Will Be",31/05/2023 23:59,"Munich, Germany","For his 16th program of modern songs in English, „What Will Be“, Gregory Wiest is looking for groups of songs written after 2015 with texts in English (preferably by living poets), that run up to 20 minutes for tenor and piano or tenor a cappella. Submissions in PDF-format can be sent to 

gwsings@gregorywiest.com

. Chosen works will be performed and recorded live in Munich on a yet to be determined date in the 2023/2024 season.  There are no fees.  My deadline for submissions is Wednesday, May 31, 2023.

Program title:  What Will Be




Performance date:  2023/2024 season




Performance location: Munich, Germany




Duration: up to 20 minutes




Ensemble: Tenor and Piano, Gregory Wiest and Akane Kubo




Deadline for submissions: 05/31/23




Fee: none




Website:  

https://gregorywiest.com/call_for_scores.php




Kind of music: interesting",https://gregorywiest.com/call_for_scores.php,"[""Other""]",FALSE,"[""performance"",""music"",""piano""]"
Professional Music Engraving & Editing Service/Artist's Representative/Instructor,None,Online,"I worked in the music publishing field for 33 years. I was Senior Editor at ECS Publishing Group from 1998–2021.




---




Music Engraving and Editing Services




Engravings currently done in Sibelius or Finale programs only.




Per-page rate based on complexity and genre.




You would e-mail scans of FINAL handwritten manuscripts, or Sibelius files, or Finale files, or SCORE files, or PDFs made from any one of these programs.




I would send you a quote.




If you agree, I will engrave the music and e-mail first proofs along with any comments and questions.




After receiving corrected proofs from you by e-mail, I would apply your corrections and send the corrected engraving to you by e-mail for final approval.




Significant composer alterations would be billable on an hourly basis.




File conversion and creation of high-quality synthesized audio files would also be billable on an hourly basis.




---




Artist's Representative




I recently expanded the services I offer to include being an Artist's Representative for composers and arrangers who seek to receive permission to set to music copyrighted texts and/or tunes, or to arrange copyrighted musical compositions. I have already begun to do so actively.




I typically researches the current disposition of copyrights to the extent possible using advanced web searches to achieve the desired contacts. Most of the time I am successful and enjoy sleuthing!




I can also help interpret or negotiate contracts with music publishing companies. While I am not an attorney or a paralegal, I have extensive experience in this area. I routinely performed such tasks as part of my former role as Editor-In-Chief at ECS Publishing during the years 1998–2011.




---




In Person or Virtual Classical Composition/Arranging Lessons Via Zoom, Skype, etc.




Tell me about yourself (or send a bio or C.V.) and which subject(s) you wish to study.




You would e-mail your scanned manuscripts, or Sibelius 5 or 6 files, or Finale 2010 files, or PDFs to me (plus optional synthesized sound files, but not in lieu of scores).




After I complete my critique, my comments would be inserted into Sibelius files or PDFs and e-mailed to you along with an invoice.




Hourly rate subject to a mutually agreeable payment structure.




I am amenable to as many rounds as required to bring your compositions or arrangements into excellent condition.




---




Please contact me at 

stanley@stanleymhoffman.com

 for more information. Thank you.",http://www.stanleymhoffman.com/services,"[""Other""]",FALSE,"[""composer"",""compose"",""music"",""composition""]"
The Villa of Composers & Lontano Quartet Call 2023,15/05/2023 23:59,Online,"COLLECTION TRIBUTE TO MOLIÈRE (1622-1673)

A call for composers by the Villa of Composers (France/Italy) and the Lontano Quartet (France)

The Lontano Quartet and the Villa of Composers are launching a call for new pieces in 2023 :

- for string quartet and voice (mezzo-soprano or baritone)




- in tribute to Molière (1622-1673), on texts extracted from his works in French, or inspired by them




- duration : 4-10 minutes




- deadline : May 15, 2023 (12:00 pm, CET)

The application form will be available on the Villa of Composers website from January 15, 2023. The pieces (unpublished) lasting between 4 and 10 minutes, will be sent by email to the Villa of Composers, accompanied by the participation files, before May 15, 2023 (12:00 pm, Central European Time, CET). 

After a first selection, then a first public reading at the beginning of June 2023, the quartet and a personality will determine the list of works to be included in the Collection of the Villa of Composers.

The selected works will be promoted over time by the Lontano Suartet and by the Villa of Composers, and subsequently by the performers who have been made aware of this Collection.

All information :






https://www.villacomposers.org/Collection-VDC-C20929-Reglement.php",https://www.villacomposers.org/Collection-VDC-C20929-Reglement.php,"[""Other""]",FALSE,"[""compose"",""string"",""performer"",""string quartet"",""composer""]"
Sydney International Composers Concerts 2023,None,"Sydney, Australia","Sydney International Composers Concerts 2023

Opportunities for composers to get the works to be performed and video recorded. 

4 video recording concerts have been scheduled:

Contemporary Piano Music




Contemporary Chamber Music




Contemporary Orchestral Music I (1,1,1,1,.1,1,1,1,. 1 perc., 5,4,3,2,1)




Contemporary Orchestral Music III (3,3,3,3,.4,3,3,1,.Timp., 3 perc., harp, Strings)

Sydney Contemporary Orchestra is a nonprofit organisation. It is dedicated to exploring and promoting the new music of contemporary composers. Supported by the SCO Foundation, it provides a service for composers who wish to collaborate with other composers to share the costs to get their works to be performed and video recorded in concert form.

Since 2013, we have performed almost 100 new works of composers from about 50 countries and regions around the world. 

For more information and instructions on submitting work: 

http://www.sydneycontemporaryorchestra.org/index.php/homepage/opportunit...

Contact: 

office@sydneycontemporaryorchestra.org.au",http://www.sydneycontemporaryorchestra.org/index.php/homepage/opportunities-for-...,"[""Other""]",FALSE,"[""compose"",""harp"",""music"",""piano"",""string"",""orchestra"",""composer""]"
MARBLE HOUSE PROJECT,None,Online,"ABOUT MARBLE HOUSE PROJECT

MISSION  

Marble House Project is a multi-disciplinary artist residency program that fosters collaboration & the exchange of ideas by providing an environment for artists across disciplines to live and work side by side. Our residency program is uniquely curated to bring together a diverse group of artists to facilitate exchange of different expertise, histories, techniques and perspectives.  With a focus on conservation of natural resources, integration of small-scale organic food production and the arts, residents sustain their growth by cultivating and participating in the surrounding grounds, working on their artistic vision and forging partnerships within the community. Marble House Project is founded on the belief that the act of creating, whether in the studio or in nature, is how human potential expands and community thrives.

For more information: 

https://www.marblehouseproject.org/aboutus

To apply: 

https://www.marblehouseproject.org/applications",https://www.marblehouseproject.org/aboutus,"[""Residency""]",FALSE,"[""project"",""arts""]"
"Moulin à Nef VCCA's Artist Residency in Auvillar, France",None,Online,"Moulin à Nef




VCCA's Artist Residency in Auvillar, France

Moulin à Nef is the name of the VCCA-France facility in Auvillar. It’s composed of three buildings at 16, 17 and 18 Esplanade du Port, the terrace and the hill behind the buildings up to the road that leads to Auvillar. The name Moulin à Nef comes from the floating grain mills that anchored in the current of the Garonne until the early 19th century.

The three buildings are:

La Cloucado – a reference to a celebrated Occitan literary group in Auvillar called “La Cloucado Macabrun”. Others have said it’s Occitan for “hen and chicks”. Ground floor is the office of the Resident Director, with a small apartment upstairs.




La Cebo –  “Onion” in Occitan. This building houses 4 studio spaces. On the ground floor is a large flex space originally set up as a ceramic studio, but used also as artist studio(s), classroom, dining area and theater. Upstairs are three studios suited for visual artists, writers, composers. There is a washroom on each level.




Maison Vieilhescaze – named after the former owner, Pierre Vieilhescaze, this wonderful house dating from the 1600s is the artists’ residency with four bedrooms, kitchen and large dining/living area.

To apply: 

http://vccafrance.com/en/for-fellows/to-apply/",http://vccafrance.com/en/moulin-a-nef_en/,"[""Residency""]",FALSE,"[""visual art"",""composer"",""visual artist"",""compose""]"
Visby International Centre for Composers,None,Online,"Visby International Centre for Composers




VICC  is a work- and meeting place for professional composers from all around the world, regardless of genre.




N.B. We do not accept students studying on basic level such as Bachelor.

VICC‘s mission is to offer composers a creative environment for composing in our premises.

VICC promotes contemporary music through  concerts, conferences, seminars and co-operation projects.

VICC is a member of ISCM as ISCM Gotland Section.

For more information: 

https://vicc.se/

To apply: 

https://vicc.se/application-forms/",https://vicc.se/,"[""Other""]",FALSE,"[""compose"",""music"",""student"",""project"",""composer""]"
8th USAIHC Ruth Inglefield Composition Contest,01/10/2024 23:59,Online,"8th USAIHC Ruth Inglefield Composition Contest




Rules & Procedures




The work for solo pedal harp must be unpublished, un-awarded and not have been recorded for commercial distribution. 

Though the composition is for solo pedal harp, other instruments may be included if played by the harpist. 

The work must be between six and eight minutes in duration. 

The contest is open to composers of all nationalities. 

Previous winners are not eligible. 

A distinguished panel of harpists including one composer will select the winning composition. The decisions of the jury are final.

Important Dates:

January 15, 2024: Online application live on 

www.usaihc.org

October 1, 2024: deadline to submit your application

Online application form 

One PDF of anonymous 8.5” x 11” score (0.5"" margins) sent as an attachment to an email addressed to 

harp.RICC@gmail.com

. Please include the TITLE ONLY on the attachment; however, include both the title and the composer's name in the body of the email message. The score should not show the name of the composer anywhere. Please note that the jury will refer to scores by title only. Program notes are acceptable, as long as they do not include clues to the identity of the composer and are included in the same PDF as the score, not sent separately. The PDF should be ""camera-ready"" – meaning publishable quality. Immediately after the announcement of the winning composition, the winner will be asked to send an identical PDF with the composer's name added. This PDF will be used for printing by the publisher.

November 1, 2024: deadline to submit your MP3 recording

MP3 recording of submitted work played by a harpist sent as an attachment to an email to 

harp.RICC@gmail.com

 Please include the TITLE ONLY on the attachment; however, include the title, the composer's name, and the name of the recorded harpist in the body of the email message. The MP3 file should not show the name of the composer or harpist anywhere. Digital or Midi recordings will NOT be accepted. Scores submitted without a recording will NOT be considered.

December 15, 2024:

Winning composition announced on 

www.usaihc.org

.

Submissions which are incomplete or do not follow the exact guidelines and parameters described here will be disqualified.

Prizes for Winning Composition Include:

$2,000 USD

Inclusion in 13th USA International Harp Competition's Stage III required repertoire – performances by all semi-finalists in 2025 Competition.

Performance by 2025 Gold Medalist at debut concerts.

Score published by Lyon & Healy Publications.

Questions? Please check the Frequently Asked Questions section first. Questions not answered there should be addressed to Sonja Inglefield, USAIHC Ruth Inglefield Composition Contest Director at 

director.RICC@gmail.com

.

Recommended resource for information on notation, effects, etc: Writing for the Pedal Harp by Ruth K. Inglefield and Lou Anne Neill, second edition published by Vanderbilt Music (

www.vanderbiltmusic.com

).

Note: Royalties go to the USAIHC to support the competition.",https://usaihc.org/rules-procedures,"[""Contest""]",FALSE,"[""compose"",""harp"",""music"",""solo"",""composition"",""prize"",""performance"",""competition"",""composer""]"
2023 Busan Choral Composition Competition,31/05/2023 23:59,"Busan, South Korea","Composition Competition Regulations

(Currency: KRW)

General Regulations




Throughout its festival and competition history, Busan Choral has fostered cultural exchange and promoted high quality of choral music by attracting notable artists, conductors, and composers to one of Asia’s top choral festivals. The Busan Choral Composition Competition seeks to engage with aspiring young composers and to encourage the creation and performance of new works written for the choral music genre. The 1st winning work will be premiered at the 2022 Busan Choral Festival & Competition during the week of October 19-22, 2023.

Eligibility




1) Composer must be born between MAY 31, 2003 and MAY 31, 1983.




   (exceptions may be considered under the BCFC committee's review.)




2) Compositions must not have been previously published or awarded in previous composition competitions and never publicly performed. 

Length and Format




1) 3-10 minutes in duration




2) Piece must be for unaccompanied, equal or mixed voices choir.




3) Smaller, portable percussion instruments are allowed. (Xylophone, vibraphone and timpani not allowed).




4) Text can be chosen from Latin, English or Korean. If another language is chosen, a detailed English synopsis and pronunciation must be included in the score.

Application (May 31, 2023 Deadline / Korea Standard Time)




 1) Complete Online Application Form (

http://www.busanchoral.org/bcfc/competition/c_apply.asp

)




 2) Résumé/CV (*.doc / *.docx)




 3) Copy of passport or ID Card with date of birth in JPEG format




 4) Score in PDF format




 5) English synopsis and pronunciation




 6) Midi recording (by computer software) in MP3 format




 7) 3 original copies of the score mailed to the Busan Choral office by May 31, 2023 (postmark deadline). Submitted original copies of scores will be used only for judging so there MUST be No Personal Information Included on the score for a fair evaluation. Scores submitted to the Busan Choral office will not be returned (Address: Busan Choral Festival & Competition / Busan Cultural Center, UN pyeonghwa-ro 76-1, Nam-gu, Busan, South Korea 48534).




8) Only one piece per person acceptable

Application Fee




 1) Free

Results




1) Winners will be announced on July 20, 2023 on BCFC Website.




2) Composition will be judged by a panel of international jury. The jury's decisions are final and cannot be appealed.

Awards




1) First Prize: ￦3,000,000




	- Only the top prize winning work will be premiered at the 2023 BCFC in the week of October 18-21, 2023.




2) Second Prize: ￦2,000,000




3) Third Prize: ￦1,000,000

Publication and Rights




1) Busan Choral Festival & Competition and the Korea Choral Institute will hold publication rights of the score. Busan Choral Festival & Competition will hold performance and recording rights for up to two years following the results of the competition. This will be negotiated between Busan Choral and the composer.




2) Copyright will be retained by the composer .




3) The winning work cannot be submitted for future composition competitions.

Deadline




1) Online Application: By May 31, 2023




2) Result Announcement: On July 20, 2023",http://www.busanchoral.org/bcfc/competition/cc_guide02.asp,"[""Other""]",FALSE,"[""compose"",""music"",""xylophone"",""percussion"",""composition"",""prize"",""performance"",""competition"",""composer"",""timpani""]"
Barlow Endowment for Music Competition Barlow Prize,01/06/2023 23:59,Online,"Eligibility: No restrictions regarding musical style, nationality, age, gender, race, religion, or political persuasion. Requirements: Full details on website. Prizes: The winning composer will receive a $12,000 commission from the Barlow Endowment for Music Composition at Brigham Young University to compose a major new work for solo guitar to be premiered in 2025 or later. Details and parameters for this commission will be available soon on our website, 

https://barlow.byu.edu/barlow-prize

. Closing date to receive applications: 1 Jun Frequency: Annual.",https://barlow.byu.edu/barlow-prize,"[""Other""]",FALSE,"[""compose"",""commission"",""music"",""solo"",""composition"",""prize"",""guitar"",""composer""]"
Scrolling Score-Video Creation Service,None,Online,"I’ve made scrolling score-videos (videos where images of the score are synchronized to a recording so viewers can easily follow along) of many of my own compositions over the past several years.  Now I’ve started a service to create these for other composers at an affordable rate and have made videos for such composers as Kyle Gann, Ricardo Zohn-Muldoon, and Nick Diberardino.  You can see samples of my past work here:

https://youtube.com/playlist?list=PL1IsImnKxK5qsk92O5eWNguoWgY9zWqa5

 

Price: $0.80 USD per system in the score (1 system per image in the video), plus $0.40 USD per page of front matter you would optionally like at the beginning of your score-video (e.g. title page, program notes, instrumentation, performance notes, etc.).

Your score video will be delivered, generally within two weeks or less, as a link to download the MP4 video file.  You will be sent a Paypal invoice to the email address you provide which will include a link to download your video.

For more information and to submit your works:

https://forms.gle/riuiRnXVss9HNfnLA",https://docs.google.com/forms/d/e/1FAIpQLSc-PB_S9Pxvrr6zA1t4gmr5ZSUky8kizyf2QxIf...,"[""Other""]",FALSE,"[""performance"",""composer"",""compose"",""composition""]"
BIPOC Voices - Free Demo Recording Opportunity,None,Online,"CALL FOR COMPOSERS WHO ARE BIPOC (Black, Indigenous, or People of Colour)

Dear Composers,

BIPOC Voices is a resource to help opera companies and orchestras program works for solo voice(s) and instruments by composers who are Black, Indigenous, or People of Colour.

At the moment, we are looking to connect with BIPOC composers that could benefit from our fully-subsidized demo recording project. Anyone interested in this service can submit their work to our database to be automatically considered: 

https://morebipocvoices.com/submit-a-work

 

Every submission to our database is considered for our free demo recording program. Demos are created with live singers and high-quality MIDI instruments. All recordings are funded by grants received by BIPOC Voices, and are done at no cost to the composer. These demos will live in BIPOC Voices’ database to help programmers to explore and program your works. You are also encouraged to use them for your own promotion. We have a rolling deadline, and works are considered on a first-come, first-served basis. 

For more information, please visit 

https://morebipocvoices.com/

 or contact us at 

morebipocvoices@gmail.com",https://morebipocvoices.com/,"[""Grant""]",FALSE,"[""compose"",""solo"",""singer"",""orchestra"",""project"","" opera "",""composer""]"
Toru Takemitsu Composition Award 2023 & 2024,29/09/2023 23:59,"Tokyo, Japan","Tokyo Opera City Cultural Foundation aspires to promote and foster the possibility of more creative music culture for the future. As one sphere of our activities, to carry out the intention of the Foundation’s first artistic director, the late Toru Takemitsu, under the theme of “Prayer, Hope and Peace” and “Window to the Future”, the Foundation established the “Toru Takemitsu Composition Award” in order to inspire younger generations all over the world to contribute to the creation of new musical compositions.

Each year, one judge, without committee, reviews and chooses 4-5 compositions out of the submitted musical works to be performed in the Tokyo Opera City Concert Hall, where the judge will announce the recipients of the award during the “Composium” festival, which takes place in around May each year, focuses on the contemporary music and features musical performances of works by the current year’s judge.

For three years from 1997 to 1999, Toru Takemitsu himself chose three composers, one for each year, and then these three composers nominated the next three composers for the coming three years, one for each year. Since the year 2003, the judge has been appointed by the recommendation of the Foundation’s Advisor Committee (whose members are Kent Nagano, Kazushi Ono, Sir Simon Rattle and Esa-Pekka Salonen, and were the late Hiroyuki Iwaki, the late Hiroshi Wakasugi and the late Oliver Knussen), and the last three previous judges.

he orchestral composition competition will take place in the following years. Young composers from all over the world are urged to submit their newly created works during their preferred competition year (may enter multiple years).

Judges




2023Jo Kondo (Japan)




2024Mark-Anthony Turnage (United Kingdom)




Judgement




Preliminary Screening: The judge will screen the submitted scores and select a certain number of works to be performed.

Final Selection: Those works selected during the preliminary screening will be performed in concert (“Final Concert”) at the Tokyo Opera City Concert Hall: Takemitsu Memorial, and the year's award will be decided by the judge following the performance (see [Final Concert and Other Information]).

Award	Cash Award: Cash Award: the total sum of 3,000,000 Yen, each year.




The judge may withhold the prize (i.e. in absence of a suitable entry) or divide the prize among multiple entries.




The composers whose works are selected to be performed at the final selection will be invited to attend the concert.




Competition Procedure




Eligible scores	Compositions for orchestra in any format except concerto, within the following instrumentation and to be performed with one conductor.




Scores that have been published, performed in public concert or commercially recorded before “Final Concert” are not eligible.




Instrumentation	Maximum;




Flute	3 (may double on piccolo or alto flute)




Oboe	3 (may double on English horn)




Clarinet	3 (may double on E-flat or bass clarinet)




Bassoon	3 (may double on double bassoon)




Horn	4




Trumpet	3




Trombone	3




Tuba	1




Extra wind	1 (one extra wind not listed above may be included)




Harp	2




Keyboard	2 players (may include piano(s), celesta, synthesizer)




Percussion	4 players (including Timpani)




Violin	30




Viola	12




Cello	10




Double Bass	8




A change in instrumentation may be requested by the organizer if unusual wind / percussion instruments are used.




Any keyboard used (synthesizers included) must be easily available in Japan. If a specific model is required, please consult with the secretariat beforehand.




Any applicant requiring inclusion of a keyboard or synthesizer must provide their own programmed sample and tone data, compatible with the model being used.




Computer-based synthesizers, including software synthesizers, may be included but the keyboard player must be able to play the instrument from a piano-style keyboard. The applicant must also prepare the computer, software and interface.




Use of real-time electric amplification / modulation, or accompaniment by recorded sound tape / CD playing is not permitted.




Duration	No shorter than 10 minutes nor longer than 20 minutes.




Qualified




applicants




Any person, regardless of nationality, who is not over 35 years old at the end of the year of the application deadlines.

Application




Deadlines




For the year 2023	Friday, 30 September 2022




For the year 2024	Friday, 29 September 2023




The Piece with the application form must be delivered to the following office by the above dates.




Receipt of entries on the last day will close at 6:00 p.m. (Japan time).

For application instructions: 

https://www.operacity.jp/en/concert/award/entry/index.php",https://www.operacity.jp/en/concert/award/entry/index.php,"[""Other""]",FALSE,"[""trombone"",""oboe"",""viola"",""synthesizer"",""flute"",""double bass"",""cello"",""bass clarinet"",""piccolo"",""harp"",""piano"",""percussion"",""composition"",""bassoon"",""orchestra"","" opera "",""tuba"",""alto flute"",""clarinet"",""music"",""trumpet"",""performance"",""composer"",""timpani"",""bass"",""compose"",""violin"",""english horn"",""competition"",""prize""]"
